PO_Line_ID,PO_ID,Vendor_ID,Product_ID,Department_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Quantity,Unit_Price,Currency,PO_Status
L015458,PO007018,V022,P0033,D01,2025-09-16,2025-09-22,2025-09-21,237.0,112.58,USD,Completed
L001547,PO000694,V029,P0056,D09,2025-02-15,2025-02-21,2025-02-19,10.0,2988.96,USD,Completed
L004590,PO002057,V028,P0060,D05,2025-06-24,2025-06-27,2025-06-26,6.0,952.66,USD,Completed
L006035,PO002724,V006,P0013,D01,2025-05-30,2025-06-09,2025-06-10,19.0,203.32,USD,Completed
L016190,PO007349,V039,P0107,D09,2024-11-17,2024-11-21,2024-11-20,10.0,2393.27,USD,Completed
L006954,PO003140,V013,P0079,D08,2025-04-23,2025-04-29,2025-05-01,902.0,118.09,USD,Completed
L003136,PO001397,V026,P0048,D04,2024-06-02,2024-06-04,2024-06-04,200.0,21.88,USD,Completed
L003857,PO001723,V002,P0005,D07,2024-12-06,2024-12-17,2024-12-14,43.0,1010.36,USD,Completed
L013233,PO006024,V029,P0066,D05,2025-10-22,2025-10-31,2025-10-30,167.0,103.27,USD,Completed
L019018,PO008623,V020,P0031,D08,2024-06-25,2024-06-27,2024-06-26,105.0,420.79,USD,Completed
L013621,PO006197,V006,P0024,D08,2025-10-01,2025-10-07,2025-10-07,61.0,60.64,USD,Completed
L014716,PO006683,V031,P0065,D02,2024-02-28,2024-02-29,2024-03-02,178.0,37.63,USD,Completed
L006420,PO002905,V031,P0063,D02,2025-07-22,2025-07-27,2025-07-26,5.0,3684.57,USD,Completed
L014702,PO006677,V018,P0038,D08,2025-03-01,2025-03-06,2025-03-04,66.0,55.43,USD,Completed
L003806,PO001700,V011,P0077,D09,2025-03-30,2025-04-08,2025-04-07,430.0,239.66,USD,Completed
L018469,PO008367,V002,P0023,D02,2025-06-28,2025-07-03,2025-07-07,43.0,58.78,USD,Completed
L010847,PO004885,V035,P0089,D03,2025-08-29,2025-09-13,2025-09-13,116.0,287.91,USD,Completed
L015795,PO007170,V033,P0092,D04,2025-11-14,2025-11-17,2025-11-30,38.0,192.0,USD,Completed
L007432,PO003345,V011,P0073,D08,2024-01-04,2024-01-18,2024-01-20,3278.0,4.61,USD,Completed
L015161,PO006888,V036,P0093,D07,2025-09-10,2025-09-19,2025-09-19,39.0,239.17,USD,Completed
L006775,PO003063,V003,P0023,D06,2025-01-13,2025-01-16,2025-01-18,82.0,53.04,USD,Completed
L018540,PO008397,V004,P0019,D03,2024-03-09,2024-03-30,2024-03-28,20.0,1230.83,USD,Completed
L014063,PO006392,V034,P0092,D04,2024-06-21,2024-06-22,2024-06-22,69.0,248.7,USD,Completed
L000465,PO000216,V014,P0087,D09,2025-01-23,2025-03-01,2025-02-28,4.0,22677.87,USD,Completed
L001258,PO000566,V029,P0056,D05,2025-10-14,2025-10-22,2025-10-22,4.0,3198.35,USD,Completed
L010021,PO004520,V016,P0076,D05,2024-06-11,2024-06-29,2024-06-26,273.0,331.85,USD,Completed
L002260,PO001010,V028,P0056,D05,2024-11-07,2024-11-10,2024-11-10,2.0,3022.16,USD,Completed
L017197,PO007801,V009,P0077,D08,2025-02-06,2025-02-25,2025-02-24,430.0,294.33,USD,Completed
L015267,PO006939,V035,P0089,D08,2024-02-25,2024-03-10,2024-03-07,124.0,274.82,USD,Completed
L013385,PO006090,V004,P0008,D04,2025-12-30,2026-01-06,,18.0,458.49,usd,Open
L005631,PO002534,V022,P0028,D04,2025-02-17,2025-02-22,2025-03-07,190.0,239.27,USD,Completed
L003328,PO001482,V001,P0003,D08,2024-01-08,2024-01-14,2024-01-13,25.0,1590.04,USD,Completed
L006232,PO002817,V024,P0047,D06,2025-02-06,2025-02-08,2025-02-07,20.0,80.52,USD,Completed
L007383,PO003326,V002,P0005,D02,2025-09-19,2025-09-24,2025-09-24,50.0,1019.86,USD,Completed
L013493,PO006139,V024,P0049,D06,2024-05-05,2024-05-07,2024-05-06,63.0,22.8,USD,Completed
L010395,PO004676,V019,P0038,D03,2025-10-04,2025-10-10,,200.0,53.09,USD,Open
L016620,PO007545,V027,P0042,D03,2024-10-02,2024-10-07,2024-10-04,410.0,7.99,USD,Completed
L005048,PO002270,V020,P0039,D04,2025-08-24,2025-08-26,2025-08-30,200.0,174.95,USD,Completed
L001263,PO000570,V002,P0012,D01,2024-07-21,2024-07-29,2024-07-28,29.0,230.97,USD,Completed
L018746,PO008492,V018,P0033,D07,2024-08-22,2024-08-27,2024-09-09,278.0,98.29,USD,Completed
L007213,PO003255,V015,P0072,D09,2024-10-09,2024-11-13,2024-11-13,990.0,106.67,USD,Completed
L000976,PO000450,V024,P0055,D01,2025-12-17,2025-12-24,2025-12-24,23.0,691.51,USD,Completed
L002567,PO001146,V015,P0072,D09,2024-01-01,2024-01-12,2024-01-09,990.0,108.82,USD,Completed
L005867,PO002645,V022,P0028,D04,2025-03-29,2025-03-31,2025-03-31,377.0,236.69,USD,Completed
L013118,PO005976,V027,P0053,D06,2024-12-13,2024-12-30,,26.0,1284.26,USD,Cancelled
L009134,PO004110,V012,P0087,D08,2024-09-01,2024-10-28,2024-10-26,5.0,17726.42,USD,Completed
L013456,PO006121,V003,P0012,D02,2024-08-13,2024-08-22,2024-08-22,22.0,192.03,USD,Completed
L006583,PO002978,V001,P0024,D01,2024-01-31,2024-02-06,2024-02-06,39.0,58.16,USD,Completed
L012916,PO005887,V006,P0002,D08,2025-11-03,2025-11-13,2025-11-12,,2291.79,USD,Completed
L002388,PO001068,V002,P0015,D09,2025-10-15,2025-10-18,2025-10-18,53.0,97.5,USD,Completed
L019468,PO008843,V016,P0069,D08,2025-09-01,2025-09-16,2025-09-17,2555.0,35.83,USD,Completed
L005022,PO002257,V017,P0032,D01,2025-01-14,2025-01-16,2025-01-16,150.0,219.07,USD,Completed
L007130,PO003215,V023,P0055,D06,2024-01-30,2024-02-14,2024-02-13,10.0,932.41,USD,Completed
L012584,PO005716,V039,P0103,D09,2025-10-27,2025-10-28,2025-10-28,48.0,162.5,USD,Completed
L013341,PO006069,V011,P0073,D02,2025-03-01,2025-03-28,2025-03-28,1616.0,4.72,USD,Completed
L007176,PO003239,V011,P0087,D09,2025-10-31,2025-12-13,2025-12-11,5.0,19116.78,USD,Completed
L014996,PO006816,V019,P0040,D07,2025-10-19,2025-10-23,2025-10-20,76.0,140.0,USD,Completed
L011414,PO005165,V020,P0036,D04,2025-08-07,2025-08-13,2025-08-10,26.0,1293.69,USD,Completed
L003883,PO001734,V003,P0005,D06,2024-01-12,2024-01-22,2024-01-22,12.0,912.31,USD,Completed
L006056,PO002736,V019,P0035,D06,2025-03-18,2025-03-24,2025-03-23,56.0,1403.01,USD,Completed
L011116,PO005013,V002,P0026,D08,2024-11-23,2024-11-29,2024-11-27,46.0,128.84,USD,Completed
L008136,PO003662,V034,P0098,D05,2024-12-11,2024-12-20,2024-12-20,2.0,4404.47,USD,Completed
L009803,PO004415,V024,P0047,D05,2025-02-04,2025-02-08,2025-02-05,41.0,82.76,USD,Completed
L007606,PO003426,V019,P0040,D06,2025-01-27,2025-01-29,2025-01-28,42.0,126.52,USD,Completed
L003876,PO001732,V032,P0060,D05,2025-09-02,2025-09-05,2025-09-04,9.0,998.0,USD,Completed
L014146,PO006427,V024,P0051,D05,2024-05-19,2024-06-07,2024-06-05,40.0,1018.65,USD,Completed
L002790,PO001237,V036,P0094,D06,2024-12-28,2025-01-06,2025-01-04,87.0,169.53,USD,Completed
L009137,PO004112,V025,P0046,D04,2025-12-02,2025-12-08,2025-12-05,25.0,122.1,USD,Completed
L018634,PO008444,V035,P0093,D07,2024-08-13,2024-08-18,2024-08-18,117.0,171.34,USD,Completed
L001858,PO000833,V001,P0024,D04,2025-03-26,2025-03-31,2025-03-30,,56.09,USD,Completed
L018421,PO008344,V016,P0084,D05,2024-01-08,2024-02-22,2024-02-24,10.0,1729.64,USD,Completed
L004109,PO001837,V017,P0036,D07,2025-01-05,2025-01-09,2025-01-20,88.0,1626.15,USD,Completed
L005214,PO002353,V038,P0102,D02,2024-05-26,2024-06-03,2024-05-31,32.0,339.62,USD,Completed
L008282,PO003733,V016,P0083,D09,2025-01-28,2025-03-14,,7.0,7400.82,USD,Open
L003256,PO001447,V013,P0079,D09,2025-11-04,2025-11-12,2025-11-12,902.0,121.07,USD,Completed
L007324,PO003301,V037,P0092,D02,2024-03-09,2024-03-16,2024-03-17,110.0,145.46,USD,Completed
L002691,PO001199,V026,P0047,D03,2024-01-24,2024-01-28,2024-02-11,97.0,80.41,USD,Completed
L014502,PO006589,V036,P0091,D07,2024-07-19,2024-08-03,2024-08-02,141.0,137.98,USD,Completed
L007390,PO003330,V023,P0055,D05,2025-06-24,2025-07-10,2025-07-09,16.0,807.74,USD,Completed
L004628,PO002076,V040,P0106,D02,2024-10-16,2024-10-17,2024-10-17,8.0,1443.24,USD,Completed
L017062,PO007745,V020,P0029,D08,2024-10-10,2024-10-11,2024-10-11,207.0,266.01,USD,Completed
L001320,PO000595,V017,P0032,D01,2024-06-23,2024-06-25,2024-06-26,206.0,234.96,USD,Completed
L017646,PO008008,V005,P0019,D07,2024-03-03,2024-03-10,2024-03-10,12.0,1472.35,USD,Completed
L003303,PO001469,V026,P0053,D02,2025-12-28,2026-01-19,,17.0,1155.68,USD,Open
L005163,PO002331,V020,P0037,D01,2025-07-27,2025-07-28,2025-07-28,27.0,603.85,USD,Completed
L007227,PO003261,V007,P0018,D08,2024-11-19,2024-11-27,2024-11-27,12.0,1960.8,USD,Completed
L016447,PO007468,V031,P0057,D05,2025-12-16,2025-12-18,,7.0,332.23,USD,Open
L012193,PO005529,V002,P0026,D01,2025-11-16,2025-11-18,2025-11-18,30.0,134.64,USD,Completed
L001136,PO000519,V035,P0089,D09,2024-01-24,2024-01-31,2024-01-28,36.0,281.83,USD,Completed
L004530,PO002037,V020,P0038,D03,2025-11-13,2025-11-17,2025-11-14,167.0,51.7,USD,Completed
L011668,PO005286,V002,P0023,D09,2024-10-02,2024-10-08,2024-10-06,44.0,61.18,USD,Completed
L003506,PO001563,V036,P0094,D01,2025-03-03,2025-03-07,2025-03-04,120.0,174.08,USD,Completed
L004750,PO002132,V002,P0015,D01,2024-01-25,2024-01-28,2024-02-02,16.0,101.34,USD,Completed
L010670,PO004797,V039,P0105,D09,2024-11-22,2024-11-25,2024-11-25,10.0,5232.3,USD,Completed
L012381,PO005622,V019,P0040,D01,2025-06-29,2025-07-01,2025-07-01,107.0,125.58,USD,Completed
L015057,PO006837,V014,P0083,D08,2024-07-30,2024-08-20,2024-08-17,4.0,10477.95,USD,Completed
L007087,PO003199,V010,P0086,D02,2024-02-17,2024-04-01,2024-03-31,10.0,7063.59,USD,Completed
L012018,PO005452,V025,P0042,D02,2025-09-03,2025-09-07,2025-09-06,101.0,6.5,USD,Completed
L009942,PO004482,V007,P0016,D09,2024-07-05,2024-07-16,2024-07-19,10.0,815.52,USD,Completed
L017549,PO007963,V035,P0093,D04,2024-05-09,2024-05-12,2024-05-10,43.0,190.5,USD,Completed
L017039,PO007737,V019,P0030,D06,2024-06-28,2024-07-01,2024-08-18,311.0,60.44,USD,Completed
L011803,PO005351,V027,P0042,D06,2024-08-07,2024-08-11,2024-08-08,500.0,7.61,USD,Completed
L006337,PO002868,V034,P0098,D08,2024-08-08,2024-09-04,,4.0,4290.55,USD,Cancelled
L007428,PO003344,V039,P0105,D02,2025-01-19,2025-01-20,2025-01-20,10.0,4979.35,USD,Completed
L006983,PO003153,V009,P0076,D08,2025-06-18,2025-07-15,2025-07-13,273.0,451.07,USD,Completed
L015424,PO007004,V024,P0047,D06,2024-05-13,2024-05-15,2024-05-15,42.0,77.7,USD,Completed
L013121,PO005977,V036,P0091,D09,2024-05-17,2024-05-26,2024-05-26,121.0,122.96,USD,Completed
L010067,PO004539,V007,P0016,D08,2025-11-13,2025-12-03,2026-04-19,10.0,918.37,USD,Completed
L000918,PO000425,V036,P0088,D07,2025-10-12,2025-10-14,2025-10-13,122.0,274.42,USD,Completed
L002506,PO001119,V040,P0104,D02,2025-10-15,2025-10-19,2025-10-17,17.0,258.28,USD,Completed
L017495,PO007943,V006,P0022,D02,2025-12-21,2025-12-23,2025-12-22,72.0,34.17,USD,Completed
L013289,PO006047,V012,P0072,D09,2025-03-30,2025-04-19,2025-04-16,990.0,107.35,USD,Completed
L002905,PO001289,V005,P0007,D07,2024-01-08,2024-01-16,2024-01-14,29.0,119.92,USD,Completed
L000571,PO000266,V003,P0008,D01,2024-04-19,2024-04-24,2024-04-27,,497.35,USD,Completed
L001449,PO000648,V017,P0036,D08,2024-01-20,2024-01-24,2024-01-23,82.0,1529.85,USD,Completed
L003415,PO001521,V009,P0075,D09,2024-06-12,2024-07-10,2024-07-09,282.0,410.04,USD,Completed
L017747,PO008055,V019,P0038,D01,2024-06-10,2024-06-12,2024-06-12,87.0,61.71,USD,Completed
L018164,PO008238,V010,P0084,D02,2025-10-02,2025-10-21,,7.0,1781.31,USD,Cancelled
L017080,PO007754,V025,P0043,D06,2025-05-26,2025-05-28,2025-05-31,130.0,2.96,USD,Completed
L009291,PO004188,V039,P0103,D02,2024-08-20,2024-08-24,2024-08-22,37.0,150.85,USD,Completed
L016125,PO007327,V039,P0107,D02,2025-11-03,2025-11-08,2025-11-05,4.0,2584.5,USD,Completed
L007032,PO003173,V016,P0083,D09,2024-06-02,2024-07-30,2024-07-30,10.0,6858.3,USD,Completed
L014034,PO006381,V031,P0065,D02,2025-12-04,2025-12-11,2025-12-18,200.0,39.47,USD,Completed
L006838,PO003087,V011,P0077,D02,2024-02-24,2024-03-08,2024-03-08,430.0,226.34,USD,Completed
L013879,PO006318,V029,P0063,D02,2024-08-18,2024-08-24,2024-08-31,5.0,4425.53,USD,Completed
L003227,PO001434,V033,P0093,D04,2025-12-02,2025-12-07,,57.0,199.41,USD,Open
L019478,PO008846,V039,P0102,D02,2024-12-19,2024-12-21,2024-12-20,12.0,315.51,USD,Completed
L014525,PO006600,V034,P0092,D04,2024-12-10,2024-12-13,2024-12-12,33.0,242.76,USD,Completed
L012171,PO005518,V001,P0014,D08,2025-06-10,2025-06-18,2025-06-18,37.0,81.14,USD,Completed
L004384,PO001964,V036,P0097,D01,2024-11-18,2024-12-13,2024-12-17,5.0,4234.79,USD,Completed
L014027,PO006378,V039,P0099,D02,2025-05-16,2025-05-26,2025-05-28,20.0,376.18,USD,Completed
L009230,PO004158,V036,P0091,D04,2024-09-16,2024-09-21,2024-09-18,126.0,139.49,USD,Completed
L014233,PO006471,V021,P0033,D06,2025-05-04,2025-05-11,2025-05-11,110.0,125.83,USD,Completed
L007846,PO003532,V004,P0003,D01,2025-07-28,2025-08-07,2025-08-06,35.0,1320.81,USD,Completed
L003540,PO001577,V033,P0088,D07,2025-11-12,2025-11-24,2025-11-23,135.0,269.42,USD,Completed
L002218,PO000993,V025,P0046,D07,2024-09-17,2024-09-23,2024-09-20,42.0,115.6,USD,Completed
L018711,PO008478,V029,P0067,D02,2024-05-24,2024-05-31,2024-05-28,115.0,32.7,USD,Completed
L019541,PO008871,V012,P0073,D08,2025-11-05,2025-11-25,2025-11-22,1409.0,5.04,USD,Completed
L016467,PO007477,V034,P0088,D08,2025-07-12,2025-07-25,2025-07-22,134.0,303.56,USD,Completed
L013874,PO006316,V002,P0026,D06,2025-05-16,2025-05-18,2025-05-17,63.0,134.06,USD,Completed
L002828,PO001254,V037,P0088,D07,2025-10-15,2025-10-22,2025-12-06,106.0,192.01,USD,Completed
L005781,PO002600,V015,P0086,D09,2024-11-09,2024-12-08,2025-01-05,8.0,8444.84,USD,Completed
L017024,PO007731,V001,P0009,D06,2024-03-26,2024-03-30,2024-03-29,13.0,368.76,USD,Completed
L004997,PO002247,V011,P0082,D08,2025-10-17,2025-11-06,2025-11-04,529.0,189.67,USD,Completed
L001339,PO000604,V027,P0053,D04,2025-05-15,2025-05-30,2025-05-30,20.0,1352.26,USD,Completed
L003263,PO001451,V027,P0051,D07,2025-02-08,2025-02-16,2025-02-16,24.0,1383.3,USD,Completed
L007877,PO003548,V013,P0070,D09,2024-06-26,2024-08-08,2024-08-06,202.0,540.91,USD,Completed
L002588,PO001156,V006,P0018,D01,2024-03-31,2024-04-08,2024-04-06,3.0,1871.86,USD,Completed
L006839,PO003088,V018,P0031,D06,2025-07-26,2025-07-28,2025-07-27,286.0,332.67,USD,Completed
L018372,PO008323,V002,P0015,D06,2024-11-19,2024-11-26,2024-11-25,24.0,97.76,USD,Completed
L005742,PO002581,V035,P0091,D04,2024-06-06,2024-06-17,2024-06-28,145.0,108.02,USD,Completed
L000651,PO000304,V020,P0028,D01,2025-03-06,2025-03-09,2025-03-08,332.0,215.36,USD,Completed
L006040,PO002726,V001,P0024,D07,2025-04-29,2025-05-04,2025-05-01,75.0,57.1,USD,Completed
L011095,PO005000,V011,P0083,D02,2025-06-22,2025-07-15,2025-07-14,10.0,8194.68,USD,Completed
L002259,PO001010,V028,P0065,D05,2024-11-07,2024-11-10,2024-11-09,78.0,53.64,USD,Completed
L015408,PO006996,V023,P0055,D06,2025-06-19,2025-07-08,2025-07-07,32.0,812.98,USD,Completed
L005396,PO002433,V036,P0096,D02,2024-02-14,2024-02-19,2024-02-18,4.0,4105.8,USD,Completed
L018490,PO008375,V001,P0009,D09,2025-09-27,2025-09-30,2025-11-01,14.0,354.05,USD,Completed
L007083,PO003196,V026,P0053,D07,2024-09-03,2024-09-19,2024-09-16,27.0,1058.87,USD,Completed
L018301,PO008290,V001,P0016,D01,2024-03-07,2024-03-27,2024-03-25,10.0,676.35,USD,Completed
L014410,PO006546,V016,P0072,D05,2024-05-12,2024-06-11,2024-06-08,990.0,89.23,USD,Completed
L003522,PO001569,V039,P0107,D02,2025-02-04,2025-02-06,2025-02-06,6.0,2640.59,USD,Completed
L010923,PO004921,V036,P0096,D09,2025-09-29,2025-10-13,2025-10-10,2.0,4838.71,USD,Completed
L019042,PO008636,V011,P0085,D08,2024-04-30,2024-06-19,2024-06-16,4.0,8141.66,USD,Completed
L004479,PO002010,V028,P0061,D05,2024-08-22,2024-08-27,2024-08-24,10.0,1013.6,USD,Completed
L005661,PO002547,V002,P0004,D08,2025-08-21,2025-08-30,2025-09-01,34.0,1731.75,USD,Completed
L009789,PO004409,V026,P0053,D05,2024-09-12,2024-09-26,2024-09-26,19.0,1130.46,USD,Completed
L000068,PO000032,V007,P0008,D07,2025-03-16,2025-03-27,2025-04-25,28.0,577.86,USD,Completed
L010777,PO004851,V007,P0010,D08,2025-10-14,2025-10-24,2025-10-24,20.0,490.94,USD,Completed
L012627,PO005743,V001,P0021,D01,2024-12-25,2025-01-04,2025-01-20,15.0,1874.78,USD,Completed
L018638,PO008445,V001,P0024,D08,2025-01-26,2025-01-29,2025-01-28,41.0,60.14,USD,Completed
L011389,PO005153,V017,P0032,D06,2025-10-01,2025-10-05,2025-10-04,102.0,209.49,USD,Completed
L019131,PO008681,V022,P0034,D06,2024-04-13,2024-04-19,2024-04-24,131.0,602.39,USD,Completed
L013520,PO006152,V041,P0101,D09,2024-03-17,2024-03-20,2024-03-20,7.0,417.14,USD,Completed
L017623,PO007997,V018,P0035,D01,2024-03-28,2024-04-03,2024-04-02,28.0,1220.55,USD,Completed
L015883,PO007213,V006,P0002,D01,2024-11-06,2024-11-18,2024-11-18,32.0,2088.52,USD,Completed
L007610,PO003428,V001,P0020,D03,2024-11-20,2024-12-04,2024-12-04,5.0,1063.46,USD,Completed
L001259,PO000567,V033,P0094,D07,2025-02-05,2025-02-09,2025-02-07,44.0,177.26,USD,Completed
L003840,PO001716,V028,P0067,D05,2025-10-16,2025-10-23,2025-10-23,98.0,30.15,USD,Completed
L014543,PO006609,V003,P0018,D08,2024-03-10,2024-03-28,2024-03-28,19.0,1732.47,USD,Completed
L006048,PO002731,V006,P0013,D07,2024-06-16,2024-06-25,2024-06-24,26.0,201.3,USD,Completed
L000992,PO000456,V019,P0035,D01,2025-04-22,2025-04-24,,55.0,1436.28,USD,Open
L003505,PO001563,V036,P0090,D01,2025-03-03,2025-03-11,2025-03-10,52.0,240.36,USD,Completed
L008306,PO003743,V031,P0057,D09,2025-03-08,2025-03-16,2025-03-18,6.0,334.01,USD,Completed
L000920,PO000426,V008,P0013,D01,2024-05-13,2024-05-17,2024-05-15,60.0,198.96,USD,Completed
L010702,PO004814,V039,P0107,D09,2025-09-14,2025-09-16,2025-09-22,4.0,2683.87,USD,Completed
L011679,PO005292,V025,P0041,D06,2024-10-19,2024-10-22,2024-10-21,241.0,3.78,USD,Completed
L000166,PO000084,V036,P0090,D04,2024-11-14,2024-11-25,2024-11-22,70.0,245.7,USD,Completed
L017598,PO007985,V011,P0075,D08,2024-10-13,2024-11-08,,282.0,352.01,USD,Cancelled
L015727,PO007138,V035,P0091,D02,2024-01-29,2024-02-07,2024-02-05,134.0,112.35,USD,Completed
L006645,PO003001,V001,P0024,D01,2025-05-17,2025-05-23,2025-05-22,61.0,55.44,USD,Completed
L017222,PO007812,V004,P0019,D01,2024-12-27,2025-01-03,2024-12-31,5.0,1333.78,USD,Completed
L012796,PO005827,V036,P0092,D06,2024-11-22,2024-11-29,,120.0,219.28,USD,Open
L014335,PO006515,V015,P0079,D08,2025-10-26,2025-11-14,2025-11-21,902.0,125.82,USD,Completed
L014283,PO006493,V002,P0026,D08,2025-07-04,2025-07-06,2025-08-03,56.0,136.51,USD,Completed
L009142,PO004115,V025,P0051,D03,2024-09-05,2024-09-16,2024-09-16,26.0,1033.85,USD,Completed
L004595,PO002059,V028,P0056,D02,2024-12-21,2024-12-23,2024-12-23,3.0,2807.73,USD,Completed
L017799,PO008081,V005,P0011,D08,2024-09-28,2024-10-05,2024-10-04,25.0,112.69,USD,Completed
L011963,PO005428,V022,P0028,D04,2025-07-25,2025-07-27,2025-07-26,104.0,246.22,USD,Completed
L010699,PO004814,V041,P0107,D09,2025-09-14,2025-09-17,2025-09-26,3.0,2520.61,USD,Completed
L013300,PO006054,V012,P0073,D09,2025-01-26,2025-03-07,2025-03-05,3782.0,4.81,USD,Completed
L002851,PO001267,V035,P0088,D09,2025-02-15,2025-02-20,2025-02-18,108.0,241.99,USD,Completed
L014193,PO006454,V039,P0100,D02,2024-04-30,2024-05-10,2024-05-08,13.0,971.56,USD,Completed
L016863,PO007654,V004,P0008,D07,2025-07-01,2025-07-11,2025-07-25,22.0,426.34,USD,Completed
L014873,PO006753,V002,P0023,D02,2024-11-23,2024-11-29,2024-12-12,24.0,61.29,USD,Completed
L015867,PO007205,V009,P0086,D08,2024-12-19,2025-02-01,2025-01-29,4.0,10742.51,USD,Completed
L017453,PO007923,V036,P0088,D08,2024-07-15,2024-07-24,2024-07-23,56.0,285.49,USD,Completed
L012639,PO005750,V026,P0049,D04,2024-09-15,2024-09-20,2024-10-04,187.0,21.21,USD,Completed
L009420,PO004242,V031,P0057,D05,2025-11-08,2025-11-09,2025-11-11,10.0,318.66,USD,Completed
L007003,PO003163,V002,P0021,D01,2025-01-02,2025-01-16,2025-01-13,11.0,2464.23,USD,Completed
L004461,PO002000,V012,P0082,D09,2025-04-04,2025-04-08,,529.0,196.97,USD,Cancelled
L001475,PO000661,V003,P0023,D06,2024-06-10,2024-06-14,,49.0,49.22,USD,Cancelled
L010698,PO004813,V025,P0041,D07,2024-07-02,2024-07-06,2024-07-04,171.0,3.69,USD,Completed
L014909,PO006772,V020,P0028,D04,2025-12-18,2025-12-22,2025-12-20,303.0,211.99,USD,Completed
L006624,PO002993,V037,P0096,D09,2025-07-17,2025-07-23,2025-07-23,5.0,3168.48,USD,Completed
L009307,PO004195,V039,P0100,D09,2024-10-24,2024-10-27,2024-10-27,15.0,897.7,USD,Completed
L015135,PO006876,V040,P0102,D02,2025-12-08,2025-12-09,,31.0,289.97,USD,Open
L018191,PO008248,V016,P0081,D09,2025-06-13,,,385.0,233.31,USD,Cancelled
L008491,PO003820,V004,P0019,D09,2025-06-27,2025-07-15,2025-07-14,5.0,1425.25,USD,Completed
L009868,PO004446,V022,P0028,D01,2024-01-25,2024-01-27,2024-01-27,92.0,228.18,USD,Completed
L011540,PO005224,V004,P0006,D01,2024-02-17,2024-02-23,2024-02-21,8.0,750.75,USD,Completed
L014363,PO006527,V020,P0029,D03,2024-03-10,2024-03-11,2024-03-16,229.0,277.08,USD,Completed
L002736,PO001215,V040,P0101,D02,2025-10-29,2025-10-30,2025-10-30,7.0,441.06,USD,Completed
L005670,PO002550,V003,P0025,D06,2025-04-09,2025-04-11,,100.0,73.65,USD,Open
L012032,PO005459,V001,P0016,D01,2025-04-28,2025-05-17,2025-05-14,10.0,735.37,USD,Completed
L004989,PO002243,V034,P0092,D06,2025-03-03,2025-03-09,2025-03-08,87.0,249.24,USD,Completed
L001206,PO000547,V002,P0015,D08,2024-07-07,2024-07-14,2024-07-11,60.0,89.53,USD,Completed
L002379,PO001064,V031,P0064,D09,2024-10-14,2024-10-15,2024-10-15,10.0,1597.72,USD,Completed
L015624,PO007090,V003,P0025,D01,2025-12-13,2025-12-19,,62.0,68.33,USD,Open
L015618,PO007088,V017,P0038,D01,2025-10-04,2025-10-05,2025-10-05,102.0,84.11,USD,Completed
L016477,PO007482,V029,P0067,D02,2025-03-18,2025-03-24,2025-04-12,109.0,33.7,USD,Completed
L012518,PO005683,V002,P0007,D08,2025-05-20,2025-05-24,2025-05-24,15.0,184.37,USD,Completed
L004173,PO001869,V040,P0099,D09,2024-02-06,2024-02-16,2024-03-31,20.0,327.3,USD,Completed
L012392,PO005625,V033,P0098,D09,2024-02-25,2024-03-18,2024-03-16,5.0,3307.53,USD,Completed
L012743,PO005800,V005,P0019,D01,2024-10-07,2024-10-19,,16.0,1365.1,USD,Open
L008093,PO003649,V002,P0015,D08,2024-04-29,2024-05-07,2024-05-20,32.0,99.61,USD,Completed
L015901,PO007223,V005,P0019,D01,2024-05-18,2024-06-04,2024-06-04,9.0,1463.71,USD,Completed
L014011,PO006372,V025,P0055,D05,2024-07-30,2024-08-08,2024-08-07,26.0,643.78,USD,Completed
L000366,PO000177,V028,P0061,D05,2024-03-03,2024-03-16,2024-03-16,7.0,1055.57,USD,Completed
L002104,PO000940,V028,P0068,D05,2024-06-28,2024-06-30,2024-06-29,97.0,120.88,USD,Completed
L013529,PO006154,V036,P0088,D06,2024-01-04,2024-01-15,2024-01-12,147.0,280.33,USD,Completed
L011142,PO005027,V017,P0030,D04,2024-06-03,2024-06-05,2024-06-04,140.0,86.92,USD,Completed
L003760,PO001682,V035,P0095,D07,2025-11-18,2025-11-24,2025-11-22,51.0,205.0,USD,Completed
L000690,PO000323,V028,P0064,D05,2024-04-05,2024-04-06,2024-04-06,2.0,2137.06,USD,Completed
L001838,PO000826,V001,P0009,D08,2025-09-28,2025-10-04,2025-10-04,26.0,383.63,USD,Completed
L017720,PO008042,V002,P0017,D01,2025-05-21,2025-06-07,2025-06-20,14.0,1209.47,USD,Completed
L019117,PO008675,V011,P0082,D09,2024-11-05,2024-11-23,2024-11-23,529.0,-191.51,USD,Completed
L009733,PO004383,V036,P0090,D07,2024-04-17,2024-04-20,2024-04-18,48.0,243.73,USD,Completed
L005711,PO002567,V002,P0014,D08,2025-03-16,2025-03-21,,27.0,112.29,USD,Cancelled
L008800,PO003962,V040,P0106,D09,2024-08-28,2024-08-29,2024-09-04,4.0,1678.21,USD,Completed
L004501,PO002020,V007,P0010,D06,2025-09-29,2025-10-07,2025-10-04,16.0,484.42,USD,Completed
L015229,PO006919,V040,P0103,D09,2025-06-11,2025-06-12,2025-06-12,24.0,158.56,USD,Completed
L001094,PO000501,V033,P0094,D03,2024-09-02,2024-09-05,2024-09-03,59.0,160.68,USD,Completed
